ReadingID,HomeID,LocalDeviceID,ConditionType,Value,Timestamp
R35341,homeB2015,S63,Rain,33.7,2015-01-12 21:00:00
R35342,homeB2015,S55,Rain,33.56,2015-01-12 22:00:00
R35343,homeB2015,S103,Sunny,33.07,2015-01-12 23:00:00
R35344,homeB2015,S81,Windy,33.06,2015-01-13 00:00:00
R35345,homeB2015,S31,Windy,33.48,2015-01-13 01:00:00
R35346,homeB2015,S98,Thunderstorm,33.35,2015-01-13 02:00:00
R35347,homeB2015,S72,Cloudy,33.54,2015-01-13 03:00:00
R35348,homeB2015,S52,Cloudy,33.6,2015-01-13 04:00:00
R35349,homeB2015,S82,Rain,32.57,2015-01-13 05:00:00
R35350,homeB2015,S36,Rain,31.64,2015-01-13 06:00:00
R35351,homeB2015,S67,Sunny,29.77,2015-01-13 07:00:00
R35352,homeB2015,S97,Thunderstorm,27.6,2015-01-13 08:00:00
R35353,homeB2015,S104,Cloudy,24.87,2015-01-13 09:00:00
R35354,homeB2015,S30,Rain,22.04,2015-01-13 10:00:00
R35355,homeB2015,S42,Windy,19.25,2015-01-13 11:00:00
R35356,homeB2015,S01,Rain,16.5,2015-01-13 12:00:00
R35357,homeB2015,S77,Thunderstorm,14.29,2015-01-13 13:00:00
R35358,homeB2015,S05,Thunderstorm,14.07,2015-01-13 14:00:00
R35359,homeB2015,S81,Rain,14.05,2015-01-13 15:00:00
R35360,homeB2015,S71,Cloudy,14.5,2015-01-13 16:00:00
R35361,homeB2015,S15,Rain,15.7,2015-01-13 17:00:00
R35362,homeB2015,S94,Cloudy,17.08,2015-01-13 18:00:00
R35363,homeB2015,S91,Windy,18.2,2015-01-13 19:00:00
R35364,homeB2015,S24,Windy,18.43,2015-01-13 20:00:00
R35365,homeB2015,S67,Rain,17.72,2015-01-13 21:00:00
R35366,homeB2015,S79,Rain,14.77,2015-01-13 22:00:00
R35367,homeB2015,S90,Rain,11.86,2015-01-13 23:00:00
R35368,homeB2015,S89,Sunny,9.22,2015-01-14 00:00:00
R35369,homeB2015,S102,Windy,7.72,2015-01-14 01:00:00
R35370,homeB2015,S60,Sunny,5.98,2015-01-14 02:00:00
R35371,homeB2015,S38,Windy,4.22,2015-01-14 03:00:00
R35372,homeB2015,S10,Sunny,3.2,2015-01-14 04:00:00
R35373,homeB2015,S74,Cloudy,1.5,2015-01-14 05:00:00
R35374,homeB2015,S81,Windy,0.86,2015-01-14 06:00:00
R35375,homeB2015,S72,Thunderstorm,0.13,2015-01-14 07:00:00
R35376,homeB2015,S72,Windy,-0.65,2015-01-14 08:00:00
R35377,homeB2015,S65,Cloudy,-0.41,2015-01-14 09:00:00
R35378,homeB2015,S73,Thunderstorm,0.48,2015-01-14 10:00:00
R35379,homeB2015,S83,Sunny,1.35,2015-01-14 11:00:00
R35380,homeB2015,S101,Sunny,2.85,2015-01-14 12:00:00
R35381,homeB2015,S25,Windy,3.64,2015-01-14 13:00:00
R35382,homeB2015,S98,Cloudy,5.79,2015-01-14 14:00:00
R35383,homeB2015,S24,Rain,9.44,2015-01-14 15:00:00
R35384,homeB2015,S83,Windy,10.94,2015-01-14 16:00:00
R35385,homeB2015,S98,Windy,13.5,2015-01-14 17:00:00
R35386,homeB2015,S48,Thunderstorm,15.71,2015-01-14 18:00:00
R35387,homeB2015,S39,Rain,17.55,2015-01-14 19:00:00
R35388,homeB2015,S34,Sunny,18.68,2015-01-14 20:00:00
R35389,homeB2015,S41,Rain,19.26,2015-01-14 21:00:00
R35390,homeB2015,S74,Cloudy,18.17,2015-01-14 22:00:00
R35391,homeB2015,S52,Windy,17.65,2015-01-14 23:00:00
R35392,homeB2015,S49,Windy,17.18,2015-01-15 00:00:00
R35393,homeB2015,S06,Thunderstorm,16.17,2015-01-15 01:00:00
R35394,homeB2015,S33,Rain,14.42,2015-01-15 02:00:00
R35395,homeB2015,S94,Rain,12.72,2015-01-15 03:00:00
R35396,homeB2015,S32,Rain,12.01,2015-01-15 04:00:00
R35397,homeB2015,S10,Windy,11.11,2015-01-15 05:00:00
R35398,homeB2015,S60,Thunderstorm,10.62,2015-01-15 06:00:00
R35399,homeB2015,S12,Sunny,9.71,2015-01-15 07:00:00
R35400,homeB2015,S81,Cloudy,9.76,2015-01-15 08:00:00
R35401,homeB2015,S26,Rain,9.22,2015-01-15 09:00:00
R35402,homeB2015,S47,Sunny,8.66,2015-01-15 10:00:00
R35403,homeB2015,S63,Sunny,8.66,2015-01-15 11:00:00
R35404,homeB2015,S20,Windy,10.48,2015-01-15 12:00:00
R35405,homeB2015,S35,Sunny,12.31,2015-01-15 13:00:00
R35406,homeB2015,S99,Rain,14.8,2015-01-15 14:00:00
R35407,homeB2015,S14,Cloudy,17.19,2015-01-15 15:00:00
R35408,homeB2015,S32,Sunny,20.04,2015-01-15 16:00:00
R35409,homeB2015,S59,Cloudy,22.79,2015-01-15 17:00:00
R35410,homeB2015,S28,Sunny,24.25,2015-01-15 18:00:00
R35411,homeB2015,S96,Cloudy,25.61,2015-01-15 19:00:00
R35412,homeB2015,S07,Sunny,27.02,2015-01-15 20:00:00
R35413,homeB2015,S42,Cloudy,26.55,2015-01-15 21:00:00
R35414,homeB2015,S57,Windy,24.19,2015-01-15 22:00:00
R35415,homeB2015,S75,Sunny,20.4,2015-01-15 23:00:00
R35416,homeB2015,S10,Rain,19.08,2015-01-16 00:00:00
R35417,homeB2015,S99,Cloudy,16.56,2015-01-16 01:00:00
R35418,homeB2015,S59,Rain,14.75,2015-01-16 02:00:00
R35419,homeB2015,S07,Sunny,13.71,2015-01-16 03:00:00
R35420,homeB2015,S37,Rain,12.48,2015-01-16 04:00:00
R35421,homeB2015,S43,Thunderstorm,12.14,2015-01-16 05:00:00
R35422,homeB2015,S08,Rain,12.02,2015-01-16 06:00:00
R35423,homeB2015,S57,Sunny,11.4,2015-01-16 07:00:00
R35424,homeB2015,S19,Cloudy,11.85,2015-01-16 08:00:00
R35425,homeB2015,S100,Rain,12.53,2015-01-16 09:00:00
R35426,homeB2015,S33,Sunny,13.86,2015-01-16 10:00:00
R35427,homeB2015,S25,Cloudy,15.3,2015-01-16 11:00:00
R35428,homeB2015,S04,Windy,15.17,2015-01-16 12:00:00
R35429,homeB2015,S04,Rain,17.91,2015-01-16 13:00:00
R35430,homeB2015,S87,Thunderstorm,20.77,2015-01-16 14:00:00
R35431,homeB2015,S105,Sunny,29.1,2015-01-16 15:00:00
R35432,homeB2015,S97,Sunny,31.99,2015-01-16 16:00:00
R35433,homeB2015,S92,Sunny,32.94,2015-01-16 17:00:00
R35434,homeB2015,S35,Thunderstorm,32.02,2015-01-16 18:00:00
R35435,homeB2015,S44,Thunderstorm,31.21,2015-01-16 19:00:00
R35436,homeB2015,S24,Sunny,28.22,2015-01-16 20:00:00
R35437,homeB2015,S50,Thunderstorm,26.14,2015-01-16 21:00:00
R35438,homeB2015,S38,Rain,23.24,2015-01-16 22:00:00
R35439,homeB2015,S43,Windy,21.0,2015-01-16 23:00:00
R35440,homeB2015,S11,Rain,18.78,2015-01-17 00:00:00
R35441,homeB2015,S88,Cloudy,16.89,2015-01-17 01:00:00
R35442,homeB2015,S01,Rain,15.39,2015-01-17 02:00:00
R35443,homeB2015,S07,Windy,13.56,2015-01-17 03:00:00
R35444,homeB2015,S64,Windy,12.23,2015-01-17 04:00:00
R35445,homeB2015,S57,Sunny,10.38,2015-01-17 05:00:00
R35446,homeB2015,S91,Rain,9.24,2015-01-17 06:00:00
R35447,homeB2015,S63,Cloudy,9.25,2015-01-17 07:00:00
R35448,homeB2015,S30,Windy,7.53,2015-01-17 08:00:00
R35449,homeB2015,S99,Rain,7.26,2015-01-17 09:00:00
R35450,homeB2015,S61,Sunny,5.09,2015-01-17 10:00:00
R35451,homeB2015,S54,Thunderstorm,4.6,2015-01-17 11:00:00
R35452,homeB2015,S10,Windy,3.14,2015-01-17 12:00:00
R35453,homeB2015,S17,Cloudy,3.07,2015-01-17 13:00:00
R35454,homeB2015,S86,Rain,7.27,2015-01-17 14:00:00
R35455,homeB2015,S102,Cloudy,10.66,2015-01-17 15:00:00
R35456,homeB2015,S96,Rain,13.75,2015-01-17 16:00:00
R35457,homeB2015,S88,Rain,16.29,2015-01-17 17:00:00
R35458,homeB2015,S104,Rain,18.79,2015-01-17 18:00:00
R35459,homeB2015,S104,Cloudy,20.62,2015-01-17 19:00:00
R35460,homeB2015,S31,Cloudy,21.91,2015-01-17 20:00:00
R35461,homeB2015,S105,Cloudy,21.99,2015-01-17 21:00:00
R35462,homeB2015,S74,Cloudy,19.66,2015-01-17 22:00:00
R35463,homeB2015,S93,Thunderstorm,19.52,2015-01-17 23:00:00
R35464,homeB2015,S81,Rain,18.7,2015-01-18 00:00:00
R35465,homeB2015,S47,Sunny,18.67,2015-01-18 01:00:00
R35466,homeB2015,S31,Thunderstorm,18.99,2015-01-18 02:00:00
R35467,homeB2015,S18,Rain,19.66,2015-01-18 03:00:00
R35468,homeB2015,S55,Rain,19.94,2015-01-18 04:00:00
R35469,homeB2015,S53,Windy,20.13,2015-01-18 05:00:00
R35470,homeB2015,S85,Cloudy,19.92,2015-01-18 06:00:00
R35471,homeB2015,S93,Rain,18.63,2015-01-18 07:00:00
R35472,homeB2015,S86,Thunderstorm,18.45,2015-01-18 08:00:00
R35473,homeB2015,S41,Cloudy,19.27,2015-01-18 09:00:00
R35474,homeB2015,S35,Rain,23.52,2015-01-18 10:00:00
R35475,homeB2015,S01,Cloudy,24.57,2015-01-18 11:00:00
R35476,homeB2015,S01,Rain,24.14,2015-01-18 12:00:00
R35477,homeB2015,S36,Cloudy,26.06,2015-01-18 13:00:00
R35478,homeB2015,S53,Windy,29.04,2015-01-18 14:00:00
R35479,homeB2015,S35,Cloudy,30.88,2015-01-18 15:00:00
R35480,homeB2015,S70,Windy,32.06,2015-01-18 16:00:00
R35481,homeB2015,S21,Thunderstorm,33.72,2015-01-18 17:00:00
R35482,homeB2015,S52,Windy,35.4,2015-01-18 18:00:00
R35483,homeB2015,S94,Windy,36.21,2015-01-18 19:00:00
R35484,homeB2015,S91,Windy,36.16,2015-01-18 20:00:00
R35485,homeB2015,S28,Cloudy,36.58,2015-01-18 21:00:00
R35486,homeB2015,S86,Windy,36.99,2015-01-18 22:00:00
R35487,homeB2015,S19,Sunny,38.5,2015-01-18 23:00:00
R35488,homeB2015,S77,Thunderstorm,39.05,2015-01-19 00:00:00
R35489,homeB2015,S23,Cloudy,38.06,2015-01-19 01:00:00
R35490,homeB2015,S17,Windy,37.66,2015-01-19 02:00:00
R35491,homeB2015,S69,Windy,37.08,2015-01-19 03:00:00
R35492,homeB2015,S99,Cloudy,36.54,2015-01-19 04:00:00
R35493,homeB2015,S41,Sunny,36.14,2015-01-19 05:00:00
R35494,homeB2015,S32,Thunderstorm,36.21,2015-01-19 06:00:00
R35495,homeB2015,S76,Rain,36.24,2015-01-19 07:00:00
R35496,homeB2015,S79,Rain,35.1,2015-01-19 08:00:00
R35497,homeB2015,S84,Rain,34.36,2015-01-19 09:00:00
R35498,homeB2015,S91,Windy,34.89,2015-01-19 10:00:00
R35499,homeB2015,S105,Windy,35.16,2015-01-19 11:00:00
R35500,homeB2015,S02,Sunny,35.32,2015-01-19 12:00:00
R35501,homeB2015,S85,Rain,34.98,2015-01-19 13:00:00
R35502,homeB2015,S02,Sunny,36.54,2015-01-19 14:00:00
R35503,homeB2015,S72,Sunny,36.87,2015-01-19 15:00:00
R35504,homeB2015,S20,Windy,37.08,2015-01-19 16:00:00
R35505,homeB2015,S21,Sunny,37.22,2015-01-19 17:00:00
R35506,homeB2015,S64,Cloudy,37.53,2015-01-19 18:00:00
R35507,homeB2015,S101,Cloudy,37.22,2015-01-19 19:00:00
R35508,homeB2015,S40,Rain,36.98,2015-01-19 20:00:00
R35509,homeB2015,S26,Thunderstorm,35.92,2015-01-19 21:00:00
R35510,homeB2015,S12,Sunny,34.67,2015-01-19 22:00:00
R35511,homeB2015,S11,Rain,33.64,2015-01-19 23:00:00
R35512,homeB2015,S28,Cloudy,32.89,2015-01-20 00:00:00
R35513,homeB2015,S20,Rain,31.67,2015-01-20 01:00:00
R35514,homeB2015,S57,Rain,31.01,2015-01-20 02:00:00
R35515,homeB2015,S62,Cloudy,30.21,2015-01-20 03:00:00
R35516,homeB2015,S89,Cloudy,30.12,2015-01-20 04:00:00
R35517,homeB2015,S76,Cloudy,29.82,2015-01-20 05:00:00
R35518,homeB2015,S93,Windy,29.57,2015-01-20 06:00:00
R35519,homeB2015,S06,Sunny,29.36,2015-01-20 07:00:00
R35520,homeB2015,S28,Windy,29.37,2015-01-20 08:00:00
R35521,homeB2015,S101,Sunny,28.9,2015-01-20 09:00:00
R35522,homeB2015,S51,Rain,28.48,2015-01-20 10:00:00
R35523,homeB2015,S65,Windy,28.07,2015-01-20 11:00:00
R35524,homeB2015,S85,Thunderstorm,27.32,2015-01-20 12:00:00
R35525,homeB2015,S61,Cloudy,26.2,2015-01-20 13:00:00
R35526,homeB2015,S74,Windy,27.22,2015-01-20 14:00:00
R35527,homeB2015,S03,Windy,28.13,2015-01-20 15:00:00
R35528,homeB2015,S91,Sunny,29.31,2015-01-20 16:00:00
R35529,homeB2015,S42,Thunderstorm,30.29,2015-01-20 17:00:00
R35530,homeB2015,S06,Windy,31.43,2015-01-20 18:00:00
R35531,homeB2015,S10,Cloudy,32.65,2015-01-20 19:00:00
R35532,homeB2015,S83,Cloudy,32.35,2015-01-20 20:00:00
R35533,homeB2015,S83,Rain,31.82,2015-01-20 21:00:00
R35534,homeB2015,S57,Rain,29.98,2015-01-20 22:00:00
R35535,homeB2015,S57,Rain,28.51,2015-01-20 23:00:00
R35536,homeB2015,S11,Sunny,26.79,2015-01-21 00:00:00
R35537,homeB2015,S08,Thunderstorm,25.59,2015-01-21 01:00:00
R35538,homeB2015,S65,Thunderstorm,24.7,2015-01-21 02:00:00
R35539,homeB2015,S82,Cloudy,23.34,2015-01-21 03:00:00
R35540,homeB2015,S41,Rain,22.32,2015-01-21 04:00:00
R35541,homeB2015,S68,Cloudy,21.47,2015-01-21 05:00:00
R35542,homeB2015,S27,Windy,20.67,2015-01-21 06:00:00
R35543,homeB2015,S14,Thunderstorm,18.74,2015-01-21 07:00:00
R35544,homeB2015,S47,Sunny,16.97,2015-01-21 08:00:00
R35545,homeB2015,S89,Rain,15.33,2015-01-21 09:00:00
R35546,homeB2015,S50,Sunny,15.19,2015-01-21 10:00:00
R35547,homeB2015,S49,Windy,13.2,2015-01-21 11:00:00
R35548,homeB2015,S10,Sunny,12.47,2015-01-21 12:00:00
R35549,homeB2015,S74,Windy,13.3,2015-01-21 13:00:00
R35550,homeB2015,S71,Thunderstorm,17.84,2015-01-21 14:00:00
R35551,homeB2015,S07,Rain,21.05,2015-01-21 15:00:00
R35552,homeB2015,S104,Windy,23.64,2015-01-21 16:00:00
R35553,homeB2015,S66,Thunderstorm,25.29,2015-01-21 17:00:00
R35554,homeB2015,S88,Cloudy,26.96,2015-01-21 18:00:00
R35555,homeB2015,S46,Thunderstorm,28.53,2015-01-21 19:00:00
R35556,homeB2015,S21,Thunderstorm,29.16,2015-01-21 20:00:00
R35557,homeB2015,S64,Sunny,29.14,2015-01-21 21:00:00
R35558,homeB2015,S85,Cloudy,26.86,2015-01-21 22:00:00
R35559,homeB2015,S36,Sunny,24.47,2015-01-21 23:00:00
R35560,homeB2015,S62,Sunny,23.02,2015-01-22 00:00:00
R35561,homeB2015,S53,Sunny,21.9,2015-01-22 01:00:00
R35562,homeB2015,S68,Windy,22.66,2015-01-22 02:00:00
R35563,homeB2015,S58,Sunny,22.88,2015-01-22 03:00:00
R35564,homeB2015,S95,Cloudy,23.41,2015-01-22 04:00:00
R35565,homeB2015,S21,Windy,23.5,2015-01-22 05:00:00
R35566,homeB2015,S04,Sunny,23.46,2015-01-22 06:00:00
R35567,homeB2015,S83,Rain,23.51,2015-01-22 07:00:00
R35568,homeB2015,S02,Sunny,23.84,2015-01-22 08:00:00
R35569,homeB2015,S40,Cloudy,24.02,2015-01-22 09:00:00
R35570,homeB2015,S92,Sunny,24.01,2015-01-22 10:00:00
R35571,homeB2015,S52,Rain,24.39,2015-01-22 11:00:00
R35572,homeB2015,S47,Thunderstorm,24.06,2015-01-22 12:00:00
R35573,homeB2015,S08,Rain,24.67,2015-01-22 13:00:00
R35574,homeB2015,S67,Cloudy,26.03,2015-01-22 14:00:00
R35575,homeB2015,S52,Thunderstorm,28.41,2015-01-22 15:00:00
R35576,homeB2015,S61,Sunny,30.25,2015-01-22 16:00:00
R35577,homeB2015,S51,Sunny,31.61,2015-01-22 17:00:00
R35578,homeB2015,S62,Cloudy,32.35,2015-01-22 18:00:00
R35579,homeB2015,S94,Sunny,33.12,2015-01-22 19:00:00
R35580,homeB2015,S86,Cloudy,33.65,2015-01-22 20:00:00
R35581,homeB2015,S05,Thunderstorm,33.53,2015-01-22 21:00:00
R35582,homeB2015,S86,Sunny,31.92,2015-01-22 22:00:00
R35583,homeB2015,S100,Sunny,30.7,2015-01-22 23:00:00
R35584,homeB2015,S66,Sunny,29.76,2015-01-23 00:00:00
R35585,homeB2015,S28,Windy,28.69,2015-01-23 01:00:00
R35586,homeB2015,S80,Thunderstorm,27.42,2015-01-23 02:00:00
R35587,homeB2015,S18,Cloudy,26.16,2015-01-23 03:00:00
R35588,homeB2015,S10,Cloudy,24.82,2015-01-23 04:00:00
R35589,homeB2015,S86,Sunny,24.19,2015-01-23 05:00:00
R35590,homeB2015,S23,Thunderstorm,23.35,2015-01-23 06:00:00
R35591,homeB2015,S24,Thunderstorm,23.3,2015-01-23 07:00:00
R35592,homeB2015,S65,Rain,20.87,2015-01-23 08:00:00
R35593,homeB2015,S62,Cloudy,18.96,2015-01-23 09:00:00
R35594,homeB2015,S87,Thunderstorm,17.36,2015-01-23 10:00:00
R35595,homeB2015,S73,Sunny,16.94,2015-01-23 11:00:00
R35596,homeB2015,S25,Rain,15.28,2015-01-23 12:00:00
R35597,homeB2015,S76,Cloudy,16.0,2015-01-23 13:00:00
R35598,homeB2015,S31,Rain,22.13,2015-01-23 14:00:00
R35599,homeB2015,S99,Rain,26.46,2015-01-23 15:00:00
R35600,homeB2015,S88,Rain,28.97,2015-01-23 16:00:00
R35601,homeB2015,S24,Thunderstorm,30.96,2015-01-23 17:00:00
R35602,homeB2015,S34,Thunderstorm,32.8,2015-01-23 18:00:00
R35603,homeB2015,S73,Rain,34.13,2015-01-23 19:00:00
R35604,homeB2015,S70,Sunny,35.14,2015-01-23 20:00:00
R35605,homeB2015,S11,Windy,34.95,2015-01-23 21:00:00
R35606,homeB2015,S73,Rain,31.51,2015-01-23 22:00:00
R35607,homeB2015,S67,Rain,28.87,2015-01-23 23:00:00
R35608,homeB2015,S66,Thunderstorm,28.03,2015-01-24 00:00:00
R35609,homeB2015,S41,Windy,26.74,2015-01-24 01:00:00
R35610,homeB2015,S29,Thunderstorm,27.27,2015-01-24 02:00:00
R35611,homeB2015,S65,Thunderstorm,27.49,2015-01-24 03:00:00
R35612,homeB2015,S12,Thunderstorm,27.58,2015-01-24 04:00:00
R35613,homeB2015,S43,Sunny,27.65,2015-01-24 05:00:00
R35614,homeB2015,S94,Cloudy,28.93,2015-01-24 06:00:00
R35615,homeB2015,S34,Cloudy,29.08,2015-01-24 07:00:00
R35616,homeB2015,S47,Thunderstorm,29.48,2015-01-24 08:00:00
R35617,homeB2015,S39,Windy,29.34,2015-01-24 09:00:00
R35618,homeB2015,S10,Thunderstorm,29.27,2015-01-24 10:00:00
R35619,homeB2015,S100,Thunderstorm,29.42,2015-01-24 11:00:00
R35620,homeB2015,S39,Sunny,29.54,2015-01-24 12:00:00
R35621,homeB2015,S85,Rain,29.56,2015-01-24 13:00:00
R35622,homeB2015,S82,Windy,29.84,2015-01-24 14:00:00
R35623,homeB2015,S50,Rain,30.49,2015-01-24 15:00:00
R35624,homeB2015,S46,Rain,31.13,2015-01-24 16:00:00
R35625,homeB2015,S55,Rain,31.25,2015-01-24 17:00:00
R35626,homeB2015,S20,Rain,31.69,2015-01-24 18:00:00
R35627,homeB2015,S05,Windy,32.2,2015-01-24 19:00:00
R35628,homeB2015,S08,Windy,32.91,2015-01-24 20:00:00
R35629,homeB2015,S26,Thunderstorm,32.41,2015-01-24 21:00:00
R35630,homeB2015,S75,Sunny,32.17,2015-01-24 22:00:00
R35631,homeB2015,S07,Sunny,31.85,2015-01-24 23:00:00
R35632,homeB2015,S76,Windy,31.4,2015-01-25 00:00:00
R35633,homeB2015,S67,Thunderstorm,30.97,2015-01-25 01:00:00
R35634,homeB2015,S85,Rain,29.98,2015-01-25 02:00:00
R35635,homeB2015,S52,Thunderstorm,30.35,2015-01-25 03:00:00
R35636,homeB2015,S03,Windy,30.49,2015-01-25 04:00:00
R35637,homeB2015,S72,Windy,30.31,2015-01-25 05:00:00
R35638,homeB2015,S78,Cloudy,30.13,2015-01-25 06:00:00
R35639,homeB2015,S63,Cloudy,30.62,2015-01-25 07:00:00
R35640,homeB2015,S37,Cloudy,30.58,2015-01-25 08:00:00
R35641,homeB2015,S03,Sunny,30.57,2015-01-25 09:00:00
R35642,homeB2015,S68,Rain,31.24,2015-01-25 10:00:00
R35643,homeB2015,S87,Cloudy,31.72,2015-01-25 11:00:00
R35644,homeB2015,S41,Sunny,31.82,2015-01-25 12:00:00
R35645,homeB2015,S62,Windy,32.49,2015-01-25 13:00:00
R35646,homeB2015,S31,Windy,32.82,2015-01-25 14:00:00
R35647,homeB2015,S80,Cloudy,32.74,2015-01-25 15:00:00
R35648,homeB2015,S54,Sunny,32.45,2015-01-25 16:00:00
R35649,homeB2015,S11,Windy,31.84,2015-01-25 17:00:00
R35650,homeB2015,S87,Windy,31.85,2015-01-25 18:00:00
R35651,homeB2015,S86,Sunny,30.99,2015-01-25 19:00:00
R35652,homeB2015,S77,Cloudy,30.67,2015-01-25 20:00:00
R35653,homeB2015,S95,Sunny,28.77,2015-01-25 21:00:00
R35654,homeB2015,S09,Windy,26.44,2015-01-25 22:00:00
R35655,homeB2015,S05,Windy,24.03,2015-01-25 23:00:00
R35656,homeB2015,S21,Sunny,22.96,2015-01-26 00:00:00
R35657,homeB2015,S47,Windy,20.99,2015-01-26 01:00:00
R35658,homeB2015,S83,Windy,18.81,2015-01-26 02:00:00
R35659,homeB2015,S81,Sunny,16.44,2015-01-26 03:00:00
R35660,homeB2015,S43,Thunderstorm,14.67,2015-01-26 04:00:00
R35661,homeB2015,S56,Cloudy,13.26,2015-01-26 05:00:00
R35662,homeB2015,S82,Thunderstorm,11.02,2015-01-26 06:00:00
R35663,homeB2015,S47,Sunny,13.21,2015-01-26 07:00:00
R35664,homeB2015,S74,Cloudy,12.62,2015-01-26 08:00:00
R35665,homeB2015,S55,Windy,12.91,2015-01-26 09:00:00
R35666,homeB2015,S105,Cloudy,12.34,2015-01-26 10:00:00
R35667,homeB2015,S44,Thunderstorm,11.82,2015-01-26 11:00:00
R35668,homeB2015,S98,Rain,11.27,2015-01-26 12:00:00
R35669,homeB2015,S97,Sunny,10.99,2015-01-26 13:00:00
R35670,homeB2015,S82,Cloudy,11.9,2015-01-26 14:00:00
R35671,homeB2015,S59,Thunderstorm,13.92,2015-01-26 15:00:00
R35672,homeB2015,S81,Thunderstorm,15.8,2015-01-26 16:00:00
R35673,homeB2015,S71,Rain,17.75,2015-01-26 17:00:00
R35674,homeB2015,S62,Sunny,19.46,2015-01-26 18:00:00
R35675,homeB2015,S86,Windy,20.4,2015-01-26 19:00:00
R35676,homeB2015,S04,Thunderstorm,20.46,2015-01-26 20:00:00
R35677,homeB2015,S100,Rain,20.71,2015-01-26 21:00:00
R35678,homeB2015,S29,Cloudy,20.64,2015-01-26 22:00:00
R35679,homeB2015,S29,Sunny,20.25,2015-01-26 23:00:00
R35680,homeB2015,S07,Windy,19.88,2015-01-27 00:00:00
R35681,homeB2015,S08,Windy,19.67,2015-01-27 01:00:00
R35682,homeB2015,S88,Sunny,19.34,2015-01-27 02:00:00
R35683,homeB2015,S34,Sunny,18.83,2015-01-27 03:00:00
R35684,homeB2015,S85,Cloudy,17.85,2015-01-27 04:00:00
R35685,homeB2015,S54,Thunderstorm,17.4,2015-01-27 05:00:00
R35686,homeB2015,S21,Windy,16.15,2015-01-27 06:00:00
R35687,homeB2015,S19,Sunny,15.56,2015-01-27 07:00:00
R35688,homeB2015,S104,Thunderstorm,15.23,2015-01-27 08:00:00
R35689,homeB2015,S79,Windy,15.27,2015-01-27 09:00:00
R35690,homeB2015,S03,Cloudy,15.37,2015-01-27 10:00:00
R35691,homeB2015,S78,Thunderstorm,15.65,2015-01-27 11:00:00
R35692,homeB2015,S58,Windy,15.39,2015-01-27 12:00:00
R35693,homeB2015,S03,Thunderstorm,15.47,2015-01-27 13:00:00
R35694,homeB2015,S21,Cloudy,15.87,2015-01-27 14:00:00
R35695,homeB2015,S31,Cloudy,16.96,2015-01-27 15:00:00
R35696,homeB2015,S79,Sunny,17.82,2015-01-27 16:00:00
R35697,homeB2015,S86,Sunny,18.65,2015-01-27 17:00:00
R35698,homeB2015,S59,Windy,19.39,2015-01-27 18:00:00
R35699,homeB2015,S89,Sunny,19.81,2015-01-27 19:00:00
R35700,homeB2015,S80,Cloudy,18.85,2015-01-27 20:00:00
R35701,homeB2015,S83,Cloudy,17.64,2015-01-27 21:00:00
R35702,homeB2015,S15,Rain,16.04,2015-01-27 22:00:00
R35703,homeB2015,S35,Rain,14.61,2015-01-27 23:00:00
R35704,homeB2015,S96,Rain,13.64,2015-01-28 00:00:00
R35705,homeB2015,S60,Sunny,12.71,2015-01-28 01:00:00
R35706,homeB2015,S98,Sunny,12.43,2015-01-28 02:00:00
R35707,homeB2015,S54,Windy,12.03,2015-01-28 03:00:00
R35708,homeB2015,S52,Rain,11.49,2015-01-28 04:00:00
R35709,homeB2015,S46,Sunny,11.96,2015-01-28 05:00:00
R35710,homeB2015,S46,Rain,12.17,2015-01-28 06:00:00
R35711,homeB2015,S19,Windy,12.36,2015-01-28 07:00:00
R35712,homeB2015,S11,Cloudy,12.36,2015-01-28 08:00:00
R35713,homeB2015,S49,Thunderstorm,11.82,2015-01-28 09:00:00
R35714,homeB2015,S16,Windy,11.52,2015-01-28 10:00:00
R35715,homeB2015,S89,Sunny,11.32,2015-01-28 11:00:00
R35716,homeB2015,S34,Thunderstorm,11.19,2015-01-28 12:00:00
R35717,homeB2015,S17,Windy,11.48,2015-01-28 13:00:00
R35718,homeB2015,S88,Cloudy,13.52,2015-01-28 14:00:00
R35719,homeB2015,S23,Rain,15.67,2015-01-28 15:00:00
R35720,homeB2015,S33,Windy,17.44,2015-01-28 16:00:00
R35721,homeB2015,S78,Thunderstorm,18.89,2015-01-28 17:00:00
R35722,homeB2015,S53,Rain,20.56,2015-01-28 18:00:00
R35723,homeB2015,S27,Rain,22.43,2015-01-28 19:00:00
R35724,homeB2015,S36,Windy,24.05,2015-01-28 20:00:00
R35725,homeB2015,S105,Windy,24.32,2015-01-28 21:00:00
R35726,homeB2015,S15,Windy,22.61,2015-01-28 22:00:00
R35727,homeB2015,S52,Rain,20.99,2015-01-28 23:00:00
R35728,homeB2015,S95,Rain,19.32,2015-01-29 00:00:00
R35729,homeB2015,S90,Windy,17.36,2015-01-29 01:00:00
R35730,homeB2015,S87,Sunny,14.59,2015-01-29 02:00:00
R35731,homeB2015,S88,Windy,14.15,2015-01-29 03:00:00
R35732,homeB2015,S49,Windy,10.56,2015-01-29 04:00:00
R35733,homeB2015,S104,Thunderstorm,7.05,2015-01-29 05:00:00
R35734,homeB2015,S08,Windy,4.84,2015-01-29 06:00:00
R35735,homeB2015,S66,Sunny,2.12,2015-01-29 07:00:00
R35736,homeB2015,S03,Thunderstorm,-0.24,2015-01-29 08:00:00
